transaction_month,state,category,age_bucket,amount_bucket,total_transactions,total_revenue,total_profit,avg_transaction_value,unique_customers
2016-11,Florida,Furniture,18-24,Low (<50),1,35.57,5.78,35.57,1
2016-11,Florida,Furniture,18-24,Medium (50-500),1,207.98,-28.6,207.98,1
2016-11,Florida,Furniture,35-44,Medium (50-500),2,629.49,19.36,314.74,2
2016-11,Florida,Furniture,60+,Medium (50-500),2,381.52,-106.15,190.76,2
2016-11,Florida,Office Supplies,18-24,Low (<50),1,36.11,12.64,36.11,1
2016-11,Florida,Office Supplies,18-24,Medium (50-500),1,88.77,31.07,88.77,1
2016-11,Florida,Office Supplies,35-44,Low (<50),3,92.63,12.13,30.88,2
2016-11,Florida,Office Supplies,45-59,Low (<50),1,3.74,-2.62,3.74,1
2016-11,Florida,Office Supplies,60+,High (500-1500),1,671.54,50.37,671.54,1
2016-11,Florida,Office Supplies,60+,Low (<50),3,22.4,-10.97,7.47,3
2016-11,Florida,Technology,35-44,Medium (50-500),1,244.77,24.48,244.77,1
2016-11,Florida,Technology,60+,Medium (50-500),1,116.76,14.6,116.76,1
2016-11,Georgia,Furniture,45-59,Medium (50-500),1,182.67,52.97,182.67,1
2016-11,Georgia,Office Supplies,18-24,Low (<50),2,13.54,6.26,6.77,1
2016-11,Georgia,Office Supplies,45-59,High (500-1500),2,2389.32,372.13,1194.66,1
2016-11,Georgia,Office Supplies,60+,Low (<50),1,41.86,10.46,41.86,1
2016-11,Georgia,Technology,18-24,Medium (50-500),1,499.98,115.0,499.98,1
2016-11,Georgia,Technology,45-59,Medium (50-500),1,101.7,6.1,101.7,1
2016-11,Illinois,Furniture,25-34,Low (<50),1,47.99,-2.06,47.99,1
2016-11,Illinois,Furniture,35-44,Medium (50-500),1,242.18,-302.72,242.18,1
2016-11,Illinois,Furniture,45-59,Low (<50),1,22.75,-8.53,22.75,1
2016-11,Illinois,Office Supplies,18-24,Low (<50),2,60.0,15.07,30.0,1
2016-11,Illinois,Office Supplies,18-24,Medium (50-500),1,97.98,-24.5,97.98,1
2016-11,Illinois,Office Supplies,35-44,Low (<50),1,14.11,1.23,14.11,1
2016-11,Illinois,Office Supplies,60+,Low (<50),1,3.14,-4.7,3.14,1
2016-11,Illinois,Technology,18-24,Medium (50-500),2,143.98,21.54,71.99,2
2016-11,Illinois,Technology,25-34,Medium (50-500),2,164.08,19.08,82.04,2
2016-11,Indiana,Furniture,25-34,Very High (1500+),1,2678.94,241.1,2678.94,1
2016-11,Indiana,Office Supplies,25-34,Low (<50),5,135.3,50.06,27.06,2
2016-11,Indiana,Office Supplies,25-34,Medium (50-500),3,444.17,204.58,148.06,2
2016-11,Indiana,Office Supplies,35-44,Medium (50-500),1,54.96,15.94,54.96,1
2016-11,Indiana,Office Supplies,45-59,Low (<50),2,13.99,6.39,7.0,1
2016-11,Indiana,Office Supplies,45-59,Medium (50-500),1,314.55,150.98,314.55,1
2016-11,Iowa,Office Supplies,25-34,Low (<50),1,40.46,19.83,40.46,1
2016-11,Iowa,Office Supplies,60+,Low (<50),1,27.24,13.35,27.24,1
2016-11,Iowa,Office Supplies,60+,Medium (50-500),1,75.96,22.79,75.96,1
2016-11,Iowa,Technology,25-34,Medium (50-500),1,404.94,109.33,404.94,1
2016-11,Kansas,Office Supplies,25-34,Medium (50-500),1,152.0,69.92,152.0,1
2016-11,Kansas,Technology,25-34,Low (<50),1,34.95,15.38,34.95,1
2016-11,Kentucky,Furniture,25-34,High (500-1500),1,731.94,219.58,731.94,1
2016-11,Kentucky,Furniture,25-34,Medium (50-500),1,261.96,41.91,261.96,1
2016-11,Kentucky,Furniture,60+,High (500-1500),1,842.94,160.16,842.94,1
2016-11,Kentucky,Furniture,60+,Low (<50),1,24.1,9.16,24.1,1
2016-11,Kentucky,Office Supplies,60+,Low (<50),4,47.47,19.56,11.87,2
2016-11,Maryland,Furniture,60+,Medium (50-500),1,207.76,85.18,207.76,1
2016-11,Maryland,Technology,45-59,Medium (50-500),1,89.97,25.19,89.97,1
2016-11,Michigan,Furniture,18-24,Medium (50-500),1,301.96,33.22,301.96,1
2016-11,Michigan,Furniture,25-34,Very High (1500+),1,1568.61,329.41,1568.61,1
2016-11,Michigan,Furniture,45-59,Medium (50-500),1,389.97,35.1,389.97,1
2016-11,Michigan,Office Supplies,25-34,Low (<50),1,17.3,8.3,17.3,1
2016-11,Michigan,Office Supplies,35-44,Low (<50),1,49.44,24.23,49.44,1
2016-11,Michigan,Office Supplies,45-59,Low (<50),2,47.12,23.01,23.56,1
2016-11,Michigan,Office Supplies,45-59,Medium (50-500),1,496.86,24.84,496.86,1
2016-11,Michigan,Office Supplies,60+,Medium (50-500),1,167.29,29.74,167.29,1
2016-11,Michigan,Technology,25-34,Medium (50-500),1,160.0,62.4,160.0,1
2016-11,Michigan,Technology,60+,Medium (50-500),1,257.98,74.81,257.98,1
2016-11,Missouri,Furniture,25-34,Low (<50),1,37.3,17.16,37.3,1
2016-11,Missouri,Office Supplies,25-34,Medium (50-500),1,81.96,39.34,81.96,1
2016-11,New Jersey,Furniture,45-59,Low (<50),1,31.56,10.41,31.56,1
2016-11,New Jersey,Office Supplies,25-34,High (500-1500),1,563.4,67.61,563.4,1
2016-11,New Jersey,Office Supplies,45-59,Low (<50),2,60.57,22.14,30.28,1
2016-11,New Jersey,Office Supplies,45-59,Medium (50-500),2,284.9,138.8,142.45,1
2016-11,New Jersey,Office Supplies,60+,Low (<50),1,14.96,0.3,14.96,1
2016-11,New Jersey,Technology,25-34,Medium (50-500),1,319.92,118.37,319.92,1
2016-11,New Mexico,Office Supplies,18-24,Low (<50),1,10.78,3.37,10.78,1
2016-11,New Mexico,Office Supplies,45-59,Low (<50),1,28.4,13.35,28.4,1
2016-11,New York,Furniture,25-34,Low (<50),1,39.88,11.17,39.88,1
2016-11,New York,Furniture,60+,Medium (50-500),4,1080.4,-26.55,270.1,4
2016-11,New York,Office Supplies,18-24,Low (<50),3,68.43,29.73,22.81,2
2016-11,New York,Office Supplies,25-34,Low (<50),6,81.23,32.76,13.54,3
2016-11,New York,Office Supplies,35-44,Low (<50),4,71.6,23.8,17.9,3
2016-11,New York,Office Supplies,35-44,Medium (50-500),2,393.6,95.8,196.8,1
2016-11,New York,Office Supplies,45-59,Low (<50),3,65.15,18.22,21.72,2
2016-11,New York,Office Supplies,45-59,Medium (50-500),3,352.57,106.57,117.52,2
2016-11,New York,Office Supplies,60+,Low (<50),6,188.38,58.72,31.4,4
2016-11,New York,Office Supplies,60+,Medium (50-500),5,364.87,84.24,72.97,3
2016-11,New York,Technology,18-24,Very High (1500+),1,2279.96,592.79,2279.96,1
2016-11,New York,Technology,25-34,Medium (50-500),1,88.4,11.49,88.4,1
2016-11,New York,Technology,35-44,Low (<50),1,13.98,3.91,13.98,1
2016-11,New York,Technology,35-44,Medium (50-500),2,623.93,172.06,311.97,1
2016-11,New York,Technology,45-59,High (500-1500),1,881.93,220.48,881.93,1
2016-11,New York,Technology,60+,Low (<50),1,36.0,6.48,36.0,1
2016-11,New York,Technology,60+,Medium (50-500),1,59.97,14.99,59.97,1
2016-11,North Carolina,Furniture,25-34,High (500-1500),1,876.3,-292.1,876.3,1
2016-11,North Carolina,Furniture,45-59,High (500-1500),1,630.02,-199.51,630.02,1
2016-11,North Carolina,Office Supplies,25-34,Low (<50),1,45.25,3.96,45.25,1
2016-11,North Carolina,Office Supplies,25-34,Medium (50-500),1,185.38,-34.76,185.38,1
2016-11,North Carolina,Office Supplies,35-44,Low (<50),1,18.48,6.01,18.48,1
2016-11,North Carolina,Office Supplies,35-44,Medium (50-500),1,52.14,5.87,52.14,1
2016-11,North Carolina,Technology,60+,Low (<50),1,36.19,2.71,36.19,1
2016-11,Ohio,Furniture,35-44,Medium (50-500),2,205.51,6.48,102.75,1
2016-11,Ohio,Furniture,45-59,High (500-1500),1,1474.8,-21.07,1474.8,1
2016-11,Ohio,Furniture,45-59,Medium (50-500),1,449.37,-12.84,449.37,1
2016-11,Ohio,Furniture,45-59,Very High (1500+),1,1537.07,0.0,1537.07,1
2016-11,Ohio,Furniture,60+,Medium (50-500),2,235.26,-19.05,117.63,2
2016-11,Ohio,Office Supplies,25-34,Low (<50),5,86.45,-13.15,17.29,2
2016-11,Ohio,Office Supplies,25-34,Medium (50-500),1,103.97,16.89,103.97,1
2016-11,Ohio,Office Supplies,35-44,Low (<50),1,31.1,10.89,31.1,1
2016-11,Ohio,Office Supplies,35-44,Medium (50-500),1,456.59,-304.39,456.59,1
2016-11,Ohio,Office Supplies,45-59,Low (<50),2,57.5,20.73,28.75,2
2016-11,Ohio,Office Supplies,45-59,Medium (50-500),1,110.1,33.03,110.1,1
2016-11,Ohio,Office Supplies,60+,Low (<50),5,73.68,25.45,14.74,2
2016-11,Ohio,Office Supplies,60+,Medium (50-500),3,494.34,15.18,164.78,1
2016-11,Ohio,Technology,25-34,Medium (50-500),1,119.98,22.5,119.98,1
2016-11,Ohio,Technology,35-44,Low (<50),1,30.34,-24.28,30.34,1
2016-11,Ohio,Technology,35-44,Medium (50-500),1,59.98,12.0,59.98,1
2016-11,Ohio,Technology,35-44,Very High (1500+),1,4499.98,-6599.98,4499.98,1
2016-11,Ohio,Technology,45-59,Medium (50-500),1,139.96,-22.74,139.96,1
2016-11,Ohio,Technology,60+,Low (<50),1,41.96,-9.79,41.96,1
2016-11,Ohio,Technology,60+,Medium (50-500),2,434.9,25.32,217.45,2
2016-11,Oklahoma,Furniture,45-59,Medium (50-500),1,341.96,54.71,341.96,1
2016-11,Oklahoma,Furniture,60+,Low (<50),1,30.36,13.05,30.36,1
2016-11,Oklahoma,Office Supplies,18-24,High (500-1500),1,1117.92,55.9,1117.92,1
2016-11,Oklahoma,Office Supplies,45-59,Low (<50),1,14.62,6.87,14.62,1
2016-11,Oklahoma,Technology,45-59,High (500-1500),1,944.93,236.23,944.93,1
2016-11,Oklahoma,Technology,45-59,Medium (50-500),1,221.98,62.15,221.98,1
2016-11,Oregon,Furniture,25-34,High (500-1500),1,650.35,-97.55,650.35,1
2016-11,Oregon,Furniture,25-34,Medium (50-500),1,104.78,-14.41,104.78,1
2016-11,Oregon,Furniture,35-44,Medium (50-500),1,195.14,-12.2,195.14,1
2016-11,Oregon,Office Supplies,18-24,Low (<50),1,24.78,7.74,24.78,1
2016-11,Oregon,Office Supplies,25-34,High (500-1500),1,629.18,228.08,629.18,1
2016-11,Oregon,Office Supplies,25-34,Low (<50),3,80.71,17.92,26.9,1
2016-11,Oregon,Office Supplies,35-44,Low (<50),1,4.16,-3.46,4.16,1
2016-11,Oregon,Technology,35-44,Medium (50-500),1,179.99,-251.99,179.99,1
2016-11,Pennsylvania,Furniture,35-44,Medium (50-500),1,470.16,-13.43,470.16,1
2016-11,Pennsylvania,Furniture,60+,Low (<50),2,62.94,13.67,31.47,2
2016-11,Pennsylvania,Furniture,60+,Medium (50-500),3,798.31,-34.23,266.1,3
2016-11,Pennsylvania,Office Supplies,25-34,Low (<50),1,4.42,1.6,4.42,1
2016-11,Pennsylvania,Office Supplies,25-34,Medium (50-500),1,217.06,78.68,217.06,1
2016-11,Pennsylvania,Office Supplies,60+,Low (<50),4,67.9,-7.72,16.98,2
2016-11,Pennsylvania,Office Supplies,60+,Medium (50-500),1,78.76,-57.76,78.76,1
2016-11,Pennsylvania,Technology,25-34,Low (<50),1,23.99,-15.99,23.99,1
2016-11,Pennsylvania,Technology,35-44,Medium (50-500),1,72.0,14.4,72.0,1
2016-11,Pennsylvania,Technology,45-59,Medium (50-500),1,494.98,-115.5,494.98,1
2016-11,Pennsylvania,Technology,60+,High (500-1500),1,1199.98,180.0,1199.98,1
2016-11,Pennsylvania,Technology,60+,Medium (50-500),1,340.18,-73.71,340.18,1
2016-11,Texas,Furniture,18-24,High (500-1500),2,1819.79,-385.39,909.9,1
2016-11,Texas,Furniture,35-44,Low (<50),1,7.07,-2.83,7.07,1
2016-11,Texas,Furniture,35-44,Medium (50-500),2,573.54,-95.56,286.77,2
2016-11,Texas,Furniture,60+,Low (<50),3,58.16,-24.23,19.39,3
2016-11,Texas,Furniture,60+,Medium (50-500),1,66.11,-84.29,66.11,1
2016-11,Texas,Office Supplies,18-24,Low (<50),3,34.01,-22.14,11.34,2
2016-11,Texas,Office Supplies,25-34,Low (<50),1,2.3,-3.9,2.3,1
2016-11,Texas,Office Supplies,25-34,Medium (50-500),1,111.67,6.98,111.67,1
2016-11,Texas,Office Supplies,35-44,Low (<50),9,132.36,18.3,14.71,4
2016-11,Texas,Office Supplies,45-59,Low (<50),1,15.23,5.52,15.23,1
2016-11,Texas,Office Supplies,60+,Low (<50),7,123.61,4.3,17.66,2
2016-11,Texas,Office Supplies,60+,Medium (50-500),4,547.51,48.39,136.88,3
2016-11,Texas,Technology,18-24,High (500-1500),1,657.55,49.32,657.55,1
2016-11,Texas,Technology,18-24,Medium (50-500),1,171.96,45.14,171.96,1
2016-11,Texas,Technology,35-44,Low (<50),1,24.03,-0.6,24.03,1
2016-11,Texas,Technology,35-44,Medium (50-500),3,554.06,108.31,184.69,3
2016-11,Texas,Technology,45-59,Medium (50-500),1,67.18,6.72,67.18,1
2016-11,Texas,Technology,60+,Medium (50-500),4,522.94,32.17,130.74,3
2016-11,Virginia,Furniture,45-59,High (500-1500),1,756.8,75.68,756.8,1
2016-11,Virginia,Furniture,45-59,Medium (50-500),1,273.96,71.23,273.96,1
2016-11,Virginia,Office Supplies,60+,Medium (50-500),1,251.79,118.34,251.79,1
2016-11,Virginia,Technology,45-59,Medium (50-500),1,89.97,18.89,89.97,1
2016-11,Virginia,Technology,60+,Low (<50),1,21.8,6.1,21.8,1
2016-11,Washington,Furniture,18-24,Medium (50-500),1,82.26,33.73,82.26,1
2016-11,Washington,Furniture,25-34,Medium (50-500),1,209.88,35.68,209.88,1
2016-11,Washington,Furniture,45-59,Low (<50),2,23.72,8.73,11.86,2
2016-11,Washington,Furniture,60+,Low (<50),1,31.96,1.6,31.96,1
2016-11,Washington,Office Supplies,18-24,Low (<50),2,52.84,13.83,26.42,2
2016-11,Washington,Office Supplies,35-44,Low (<50),2,34.99,12.25,17.5,2
2016-11,Washington,Office Supplies,45-59,High (500-1500),1,1219.96,381.24,1219.96,1
2016-11,Washington,Office Supplies,45-59,Low (<50),1,25.35,7.6,25.35,1
2016-11,Washington,Technology,25-34,Medium (50-500),1,479.72,52.77,479.72,1
2016-11,Wyoming,Furniture,25-34,Very High (1500+),1,1603.14,100.2,1603.14,1
2016-12,Arizona,Furniture,45-59,Low (<50),2,83.41,-19.91,41.71,1
2016-12,Arizona,Furniture,60+,Medium (50-500),1,455.97,-218.87,455.97,1
2016-12,Arizona,Office Supplies,60+,Low (<50),2,15.65,-11.83,7.83,1
2016-12,Arizona,Technology,45-59,Low (<50),1,45.12,-7.9,45.12,1
2016-12,Arizona,Technology,45-59,Medium (50-500),2,370.77,-365.54,185.39,1
2016-12,Arkansas,Furniture,35-44,Medium (50-500),1,343.85,137.54,343.85,1
2016-12,Arkansas,Office Supplies,25-34,Low (<50),1,19.44,9.33,19.44,1
2016-12,Arkansas,Office Supplies,35-44,Low (<50),1,19.89,5.37,19.89,1
2016-12,Arkansas,Office Supplies,35-44,Medium (50-500),1,106.32,49.97,106.32,1
2016-12,Arkansas,Technology,35-44,Medium (50-500),1,399.98,171.99,399.98,1
2016-12,California,Furniture,18-24,Medium (50-500),2,474.37,-5.38,237.18,1
2016-12,California,Furniture,25-34,High (500-1500),1,1114.27,41.79,1114.27,1
2016-12,California,Furniture,25-34,Low (<50),1,43.96,18.46,43.96,1
2016-12,California,Furniture,25-34,Medium (50-500),1,383.64,122.76,383.64,1
2016-12,California,Furniture,25-34,Very High (1500+),1,2003.52,-325.57,2003.52,1
2016-12,California,Furniture,35-44,High (500-1500),3,2358.77,152.42,786.26,3
2016-12,California,Furniture,35-44,Low (<50),2,56.66,15.53,28.33,2
2016-12,California,Furniture,35-44,Medium (50-500),2,510.27,-37.33,255.14,2
2016-12,California,Furniture,45-59,High (500-1500),1,842.72,202.25,842.72,1
2016-12,California,Furniture,45-59,Low (<50),2,56.48,16.57,28.24,2
2016-12,California,Furniture,45-59,Medium (50-500),1,321.57,28.14,321.57,1
2016-12,California,Furniture,60+,High (500-1500),1,1421.66,-195.48,1421.66,1
2016-12,California,Furniture,60+,Low (<50),2,46.72,5.88,23.36,2
2016-12,California,Furniture,60+,Medium (50-500),3,377.16,104.82,125.72,3
2016-12,California,Office Supplies,18-24,High (500-1500),1,772.68,108.18,772.68,1
2016-12,California,Office Supplies,18-24,Low (<50),3,90.08,22.56,30.03,2
2016-12,California,Office Supplies,25-34,Low (<50),2,45.86,20.9,22.93,2
2016-12,California,Office Supplies,25-34,Medium (50-500),1,56.52,15.83,56.52,1
2016-12,California,Office Supplies,35-44,Low (<50),13,295.2,103.27,22.71,7
2016-12,California,Office Supplies,35-44,Medium (50-500),7,1353.6,355.5,193.37,4
2016-12,California,Office Supplies,45-59,Low (<50),6,95.22,29.52,15.87,3
2016-12,California,Office Supplies,45-59,Medium (50-500),5,955.56,350.06,191.11,4
2016-12,California,Office Supplies,60+,High (500-1500),2,1692.24,251.55,846.12,2
2016-12,California,Office Supplies,60+,Low (<50),10,309.51,133.56,30.95,7
2016-12,California,Office Supplies,60+,Medium (50-500),2,239.65,85.38,119.82,2
2016-12,California,Technology,25-34,Medium (50-500),1,302.38,22.68,302.38,1
2016-12,California,Technology,35-44,High (500-1500),1,772.47,146.77,772.47,1
2016-12,California,Technology,35-44,Low (<50),1,21.21,4.45,21.21,1
2016-12,California,Technology,35-44,Medium (50-500),3,494.98,77.22,164.99,3
2016-12,California,Technology,45-59,Medium (50-500),2,521.54,58.39,260.77,1
2016-12,California,Technology,60+,Medium (50-500),2,321.22,82.97,160.61,2
2016-12,California,Technology,60+,Very High (1500+),2,4225.89,917.57,2112.95,2
2016-12,Colorado,Office Supplies,45-59,Medium (50-500),1,243.38,-51.72,243.38,1
2016-12,Colorado,Office Supplies,60+,Low (<50),2,30.05,6.06,15.02,2
2016-12,Colorado,Technology,18-24,Medium (50-500),1,165.6,-6.21,165.6,1
2016-12,Colorado,Technology,45-59,Medium (50-500),2,420.57,60.03,210.28,1
2016-12,Connecticut,Furniture,35-44,High (500-1500),1,751.92,150.38,751.92,1
2016-12,Connecticut,Office Supplies,35-44,Medium (50-500),1,88.08,40.52,88.08,1
2016-12,Delaware,Furniture,60+,Low (<50),1,13.4,6.43,13.4,1
2016-12,Delaware,Office Supplies,60+,Low (<50),1,4.98,2.34,4.98,1
2016-12,Delaware,Office Supplies,60+,Medium (50-500),1,109.69,51.55,109.69,1
2016-12,District of Columbia,Office Supplies,25-34,Low (<50),1,33.92,13.23,33.92,1
2016-12,Florida,Office Supplies,18-24,Low (<50),2,71.1,11.79,35.55,1
2016-12,Florida,Office Supplies,18-24,Medium (50-500),1,85.22,7.46,85.22,1
2016-12,Florida,Office Supplies,35-44,High (500-1500),1,961.48,-204.31,961.48,1
2016-12,Florida,Office Supplies,35-44,Low (<50),2,62.75,21.96,31.38,1
2016-12,Florida,Office Supplies,35-44,Medium (50-500),2,448.59,-145.06,224.29,1
2016-12,Florida,Office Supplies,45-59,Medium (50-500),1,72.22,25.28,72.22,1
2016-12,Georgia,Office Supplies,35-44,Low (<50),1,49.12,23.09,49.12,1
2016-12,Georgia,Technology,35-44,Medium (50-500),1,249.95,20.0,249.95,1
2016-12,Illinois,Furniture,18-24,Medium (50-500),1,141.37,-14.14,141.37,1
2016-12,Illinois,Furniture,35-44,High (500-1500),1,845.49,-12.08,845.49,1
2016-12,Illinois,Office Supplies,25-34,Low (<50),3,26.72,-13.1,8.91,2
2016-12,Illinois,Office Supplies,45-59,Low (<50),1,11.95,3.88,11.95,1
2016-12,Illinois,Office Supplies,60+,Low (<50),2,8.32,-7.59,4.16,2
2016-12,Illinois,Office Supplies,60+,Medium (50-500),1,186.05,67.44,186.05,1
2016-12,Illinois,Technology,25-34,Low (<50),1,19.04,-1.43,19.04,1
2016-12,Indiana,Furniture,45-59,High (500-1500),1,581.96,104.75,581.96,1
2016-12,Indiana,Furniture,45-59,Low (<50),2,47.29,13.29,23.64,2
2016-12,Indiana,Furniture,60+,High (500-1500),1,1424.9,356.22,1424.9,1
2016-12,Iowa,Office Supplies,35-44,Medium (50-500),1,115.84,54.44,115.84,1
2016-12,Kansas,Furniture,25-34,Medium (50-500),1,70.56,23.99,70.56,1
2016-12,Kansas,Office Supplies,25-34,Medium (50-500),1,81.96,22.95,81.96,1
2016-12,Kentucky,Furniture,25-34,Medium (50-500),1,191.82,74.81,191.82,1
2016-12,Kentucky,Office Supplies,45-59,Low (<50),1,2.61,1.2,2.61,1
2016-12,Kentucky,Office Supplies,60+,High (500-1500),1,584.82,70.18,584.82,1
2016-12,Kentucky,Technology,60+,High (500-1500),1,699.98,195.99,699.98,1
2016-12,Maryland,Furniture,60+,Medium (50-500),1,172.5,51.75,172.5,1
2016-12,Maryland,Technology,60+,Medium (50-500),1,179.97,44.99,179.97,1
2016-12,Massachusetts,Furniture,18-24,Medium (50-500),1,81.94,20.48,81.94,1
2016-12,Massachusetts,Furniture,25-34,Medium (50-500),2,477.16,1.85,238.58,1
2016-12,Massachusetts,Office Supplies,25-34,High (500-1500),1,901.95,297.64,901.95,1
2016-12,Massachusetts,Office Supplies,45-59,Low (<50),1,3.69,1.73,3.69,1
2016-12,Massachusetts,Office Supplies,45-59,Medium (50-500),1,122.12,56.18,122.12,1
2016-12,Massachusetts,Technology,25-34,Medium (50-500),1,137.94,35.86,137.94,1
2016-12,Michigan,Furniture,25-34,Low (<50),1,33.48,8.7,33.48,1
2016-12,Michigan,Furniture,35-44,Very High (1500+),1,1652.94,231.41,1652.94,1
2016-12,Michigan,Office Supplies,25-34,Low (<50),2,40.76,10.33,20.38,1
2016-12,Michigan,Office Supplies,35-44,Low (<50),1,24.85,11.68,24.85,1
2016-12,Michigan,Office Supplies,35-44,Medium (50-500),1,296.37,80.02,296.37,1
2016-12,Michigan,Office Supplies,45-59,Medium (50-500),1,61.93,23.4,61.93,1
2016-12,Michigan,Office Supplies,60+,Very High (1500+),1,9892.74,4946.37,9892.74,1
2016-12,Michigan,Technology,25-34,High (500-1500),1,657.93,184.22,657.93,1
2016-12,Michigan,Technology,45-59,Low (<50),1,10.9,3.05,10.9,1
2016-12,Michigan,Technology,45-59,Medium (50-500),1,59.98,25.19,59.98,1
2016-12,Minnesota,Furniture,35-44,Low (<50),1,18.84,6.03,18.84,1
2016-12,Minnesota,Office Supplies,35-44,Low (<50),1,23.92,11.72,23.92,1
2016-12,Minnesota,Technology,35-44,Medium (50-500),1,114.95,2.3,114.95,1
2016-12,Mississippi,Furniture,18-24,Low (<50),1,18.92,7.38,18.92,1
2016-12,Mississippi,Furniture,60+,Medium (50-500),1,133.38,58.69,133.38,1
2016-12,Mississippi,Office Supplies,18-24,Low (<50),1,15.42,6.94,15.42,1
2016-12,Mississippi,Technology,18-24,Medium (50-500),1,66.3,8.62,66.3,1
2016-12,Nebraska,Furniture,45-59,High (500-1500),1,563.94,112.79,563.94,1
2016-12,Nebraska,Office Supplies,45-59,Low (<50),1,19.46,5.06,19.46,1
2016-12,Nebraska,Office Supplies,45-59,Medium (50-500),1,60.34,15.69,60.34,1
2016-12,Nebraska,Office Supplies,60+,Low (<50),1,33.9,15.59,33.9,1
2016-12,Nevada,Office Supplies,18-24,Low (<50),1,3.64,1.64,3.64,1
2016-12,Nevada,Office Supplies,18-24,Medium (50-500),1,159.77,53.92,159.77,1
2016-12,New Hampshire,Furniture,45-59,Low (<50),1,21.12,6.55,21.12,1
2016-12,New Jersey,Furniture,25-34,Medium (50-500),1,212.94,25.55,212.94,1
2016-12,New Jersey,Office Supplies,25-34,Low (<50),1,26.49,7.42,26.49,1
2016-12,New Jersey,Office Supplies,60+,Very High (1500+),1,1793.98,843.17,1793.98,1
2016-12,New Mexico,Office Supplies,60+,Low (<50),2,24.9,8.24,12.45,1
2016-12,New York,Furniture,35-44,High (500-1500),2,1666.21,381.21,833.1,2
2016-12,New York,Furniture,35-44,Medium (50-500),2,710.1,78.41,355.05,2
2016-12,New York,Furniture,45-59,Medium (50-500),1,113.79,20.48,113.79,1
2016-12,New York,Furniture,60+,High (500-1500),1,542.65,102.5,542.65,1
2016-12,New York,Furniture,60+,Medium (50-500),2,460.38,-133.43,230.19,2
2016-12,New York,Furniture,60+,Very High (1500+),1,2563.06,313.26,2563.06,1
2016-12,New York,Office Supplies,25-34,Low (<50),3,71.34,24.33,23.78,2
2016-12,New York,Office Supplies,25-34,Medium (50-500),2,678.06,120.95,339.03,2
2016-12,New York,Office Supplies,35-44,Low (<50),8,128.83,48.75,16.1,4
2016-12,New York,Office Supplies,35-44,Medium (50-500),2,470.14,161.86,235.07,1
2016-12,New York,Office Supplies,45-59,High (500-1500),1,679.96,220.99,679.96,1
2016-12,New York,Office Supplies,45-59,Low (<50),5,90.09,39.95,18.02,4
2016-12,New York,Office Supplies,45-59,Medium (50-500),3,439.62,44.82,146.54,2
